user_id,followers,following,verified
1810361594586738692,59,12,True
2736639061,92590,31,False
1850383929829945344,261,180,False
449290925,156,1827,False
23709151,845,1632,False
1103317250830786562,807,2324,False
146772890,722,1122,False
499099899,2286,1673,False
1263894432446910465,16743,7890,True
319099962,1141,895,False
1165024871627350016,2372,2268,False
1886374046008233984,6,4,False
2737343664,1363,1186,False
1281659299597619201,1734,692,False
1367226839660306432,8315,2435,True
2990885631,1445,2735,True
146730439,57,253,False
1069912441843142656,47723,18343,True
1677044146517819394,123,170,False
25017309,19500,1181,False
756265224,55111,417,True
635777327,63,224,False
1466312012,1971,5015,True
47690388,589,774,False
1586141216344883201,45,89,False
138073453,450491,1677,True
1250724339755831302,1743,698,True
36668199,1458,5401,False
1740206119899860992,68,47,False
811972460560019456,2851336,10,True
21911698,1400,4952,False
1149691479750844417,4667,63,True
1739311084991864832,151,54,True
1388963762003189770,541,40,True
411621494,10403,9259,True
2361009858,33360,100,False
86437069,264790,5327,True
96822790,3109,1459,False
1525964414813237248,20458,989,False
108958777,758,1420,False
1462567940,1028,993,False
2212548964,86,833,False
4564035613,41,160,False
3188580042,10951,37,False
1200056531762368512,231,56,True
3402313372,383,79,True
1132991916558225408,242,533,True
906054202669109248,2906,2823,False
1200394631244111872,1206,25,False
1061874037209522177,50975,47577,False
1453947223809540096,3,7,False
3275549174,1885,108,False
252333797,691,756,False
1437471470830096391,1558,1603,False
33042193,1657,2296,False
1616135291093520386,427,872,False
808115275,262,77,True
2613926054,45555,2111,True
1864429772253581312,218,330,False
1209530174825467904,7026,109,True
1518676443487690752,1871,397,True
878193146,2862,17,True
200446314,1083,291,True
400630125,26179,373,True
1243473161317781504,88,14,False
38576013,186062,348,True
1328418177299210240,307,657,False
1615328066129252354,53,76,False
1708536617571360768,13312,12637,False
105148135,1393,4149,True
243200021,480,816,False
1591066383667830784,400,434,False
1887155471938994176,371,522,False
1484147016863141889,37,166,False
74351284,817,453,True
1631985808591712258,15,14,False
1311445498394537984,271,109,False
2697388393,218,229,False
1617679327839109121,1060,2519,True
13220112,479,559,True
1141972232408829952,2009,2602,True
100370409,3634,3682,False
2768271223,142812,43334,True
4892995511,1020,380,False
9294762,115025,753,True
204273771,13314,14469,False
38446352,135,326,False
47518480,3212,3165,False
227144005,840,1389,False
632475061,408744,702,True
1666829193026363398,1261,1165,False
1613527273046409216,9,41,False
909664134526009344,46,3,False
1937491693,549,354,False
1427341189083123745,7218,6912,True
865630216051335168,5497,2050,True
4467010700,337,400,False
3734729356,5586,1462,True
349980463,1511,1329,False
1873655307911700480,6730,6928,True
1133510366422392833,168652,5358,True
1143753030,16892,14446,False
1879585122175082496,95783,16,True
846060265,3302,5657,False
477804190,236,496,True
892030283456942080,2181,48,True
1189074229725204480,70,114,False
1722744553608716288,32,49,False
1487236076548894724,728,189,True
1762610631348510720,870,854,True
1126395138,20043,1053,True
4764020911,418,571,True
1790517608153772033,1675,1259,False
1872004341923475456,39,33,False
1227745672323051521,716,5552,False
937212273013284864,1021,1204,False
2293507136,210,160,True
16106522,86461,8688,True
177570060,487,527,False
71580332,1016,719,False
718368960903847936,104383,519,True
3255843534,80,29,True
1887047168927641600,3205,611,True
2290607785,2055,229,True
1507347070960943104,1353,348,True
2412550704,1583,704,False
1352465300294348805,3291,196,True
382855291,2654,2942,False
931705137487273985,1139,1283,False
836871178560102400,32,117,False
135207402,388,517,False
2698668463,2083,295,True
3042182068,831,671,True
2326395362,232,847,False
3304181683,87,663,False
1208433045612699651,2021,2299,False
17420116,483,295,False
157525113,793,2351,False
394999266,60,309,False
1864500112631758848,381,278,True
179069386,143,1584,False
1109129405165682689,310,448,False
1082585659,15782,106,False
1230951889057046528,132,128,False
1531936804139683840,4492,329,True
1520482228966498305,2364,5282,False
1579319531067297794,167,81,False
827893661203587075,1801,623,True
1331771875819712512,46,19,False
1700670567094108160,1186,3800,False
1614864653724844032,179,446,False
3227904038,25382,961,False
1711252871478644736,214,64,False
1217036818102702080,1783,335,True
996558062314901504,15501,66,False
1878115373515415552,22,313,False
1534369752,91,667,False
1468499126027710464,114,2,False
1829824756272525312,7011,637,False
1189773941302124544,1182,56,False
1866764832554237952,605,8,False
1727308925002014720,201,76,True
1680864467012448256,41,212,False
933370301416706049,177,261,False
1626615632233103362,3,13,False
97327770,327,155,False
1296882302111408128,2423,4445,False
1569818020243185670,382,710,False
760813473949487104,10673,10553,True
332871716,14,122,False
1350362163542560768,2110,104,False
1443623758762102784,1135,0,False
85814753,528299,2,True
127246225,2668,4167,False
160806730,719,572,True
127768473,3086,364,True
1124587958,750,1,False
1801623039190384641,492,2,False
2340531210,4343,582,True
1492290996989984768,611,44,False
17906633,1048,1639,False
56053767,138,22,False
3731345232,2006,817,False
46718295,1423,309,False
1828848254479400960,240,227,True
14079785,1191,796,True
1459376236715720705,516,1349,False
2288377052,61,272,False
18046336,194,562,False
1773616286884360192,203,143,False
1850425980424175616,103,190,False
994820160535003138,92,185,False
880232829778620421,356,948,True
931062778923687936,591,721,False
53977215,3960,3,True
1558809224645574658,596,408,False
1478293446695682048,47,453,False
2504540262,84,452,False
1565376563776049159,10091,9838,False
34582411,12751,610,False
779000229001519105,167,208,False
469505806,702,1742,False
588966961,5550,369,False
1263477071671681024,559,148,False
224961966,111814,140600,True
1479861954118254599,37,19,False
1895514565649055744,98,67,False
1231897896632479745,4587,25,True
414777356,743,835,False
28984014,1355,972,False
783889994,666,853,True
89677098,5253,413,False
1833938647327850497,9851,10737,True
163221351,2059,884,True
1744802609481830402,268,150,False
1426663707682160648,1125,3273,True
42666106,6175,2438,False
1585938925490692098,571,899,False
1801813947043221507,103,108,False
368812491,23,370,False
1038501320917958657,1119,309,False
1670806710032687105,35,40,False
1596651785392906241,350,574,False
2910192583,391,160,False
53609015,2635,415,False
2831219065,151,1086,False
991829723889233920,9407,433,True
1449157298472067072,18,108,False
395966565,5527,4851,True
1443096042182905858,331,64,True
1150255192358526977,40,337,False
1246818504831008773,28557,303,False
1531283207416520704,419,9,False
984109844,557,91,False
1610520958145634306,1479,1071,False
104625065,1528,101,False
30412574,1931,3436,False
1810525519030734848,68,7,False
1249165495,62,146,False
2680535174,1087,1513,False
786985903369494528,357,611,False
1674779759723544576,1213,4776,False
2537180798,594,129,False
146229474,36120,4496,True
23674956,554,407,False
248885857,6110,1340,False
353119109,567,602,True
1595910718624145408,763,197,False
1637475849082482690,307,68,False
1798370221931053056,652,194,False
735009988695969792,2146,240,False
1617573072411803674,8,2,False
1714047932918312960,209,288,True
1828995072781656064,44,278,False
1655350990001029120,915,749,True
1607390360,3836,3656,True
1504515410716147719,512,340,False
1271462655258214400,5,22,False
15092464,1687,577,False
873069102536966144,1292,1141,False
1767454099463602176,10,26,False
243343913,1323,1214,False
1373042976188887044,58,113,False
1297878574607659013,1174,1939,False
1680816677804728321,1579,103,False
1811646816838123520,443,85,True
1889729196060188672,138,8,True
336374512,91,1187,False
101977601,855,6107,False
1664424005372198914,1077,899,True
1862848280604135424,8,42,False
1242515946943795205,69,186,True
1084190381401669634,351,273,False
1837762637410848771,743,1287,False
1595240162421747713,129,253,False
1722232730640150528,96,14,True
1518750278442438656,379,482,False
1564786135301120000,4674,1022,True
794232324904742913,7,7,False
420279575,1016,5090,False
1825732329333207042,48,116,False
87082931,141,153,False
1094548307869880322,438,829,False
1801476255721857024,59,24,False
714731566828793857,330950,102,True
297833026,23,83,False
14673251,1386,321,False
1873059916753383424,31,58,True
2308377386,413,1352,True
1411748834485563392,19,99,False
1859910395307192320,7,9,False
1339201276530184193,155,1,True
1407587985059565568,2849,3775,True
825657408819175426,63,208,False
399536607,107,289,False
1877844488833675265,29,3,False
1296616955286175744,35,123,True
1898366032802152448,101,23,False
1518741936491823104,257,222,True
1880679036583661572,316,109,False
1096990568679333890,252,344,False
984188065,43604,39678,True
1598836991642173448,57,40,False
1725020143389179904,152,42,False
13920982,1886,4848,True
1757411464430694402,189,19,True
29936671,1369,1442,False
1066634817905836033,5139,156,False
753043041942900736,92,247,False
746499078,13105,3048,True
1110624799087169536,4161,7465,True
1182253667379863552,940,37,False
794051463806861312,586,242,False
176782905,537,1344,False
1412451544012779531,5732,787,True
1675177158073802753,863,194,False
350474228,2135,1061,False
2633559647,280,370,True
377654207,372,418,False
1717125298594922496,812,55,False
49089648,664,1611,False
572853092,176,133,False
1617529267625283585,571,1300,False
98468242,81,337,False
2523093072,264,588,True
492702318,1391,4159,False
912811150621818881,2480,2836,False
206373388,110,0,False
1519087930265980929,73,212,False
1883279832491958272,67,343,False
1402584365981392897,30,137,False
17718903,4325,1678,False
1519507939412873220,88,107,False
1521336650810466305,39,14,False
1529270454,3509,2730,True
1863062189143420928,183,457,True
1586079349664538624,377,597,True
1855679425355939841,683,178,False
1584328602807672832,511,249,True
1099811621327855616,105,7,False
2268221388,126,170,False
1717720350140641280,369,54,False
954049539568267264,48,422,True
2532294683,1646,2436,True
1507569109256482820,73,31,False
1858265146390614016,24,118,True
586903683,297,179,False
1518622197497143296,4,54,False
1425457229847797763,1505,829,True
905083390549831681,15,35,False
895048939598077952,80,114,False
1888055124989468672,1028,691,True
1855128429999595520,69,43,False
4327428372,1090,335,False
826631824700997633,157086,97067,True
1894385703070699520,289,436,False
578644811,625,753,True
3723604454,2800,4104,False
740089702074580992,28401,1114,False
1586320730756714496,11,74,False
32976796,794,2816,False
2614352863,3826,2972,False
111379282,56,160,False
571040377,200,154,False
57721119,1897,2203,False
1586581150893490177,1000,865,False
764564942859018240,174,235,False
1812665896336580608,151,198,False
816696561467961344,12553,0,True
423707652,495,651,True
2524110268,137,469,False
1462259348185534471,243,450,False
1595776960793387014,4136,4367,False
1850362047936290816,303,148,False
1088791639265406978,35,88,True
533240837,74,105,False
1598303405688119296,53771,883,True
4330019413,3124,3004,False
1247328227867140098,53,164,False
1083056706882600960,12362,476,False
1480178402699190272,1586,239,True
363180823,25917,16844,False
3025109883,196,45,False
1856918371432054784,243,456,False
140475943,82,501,False
2530363285,2815226,114,True
984840049090015233,941,7496,False
739746188698619904,5063,19,False
1769739599591399424,319,57,False
1201758910329188352,33,390,False
1841780302693453824,1399,134,False
1852284165963587584,13,3,False
376614842,492,1146,False
1594105581840777223,66,0,False
22644053,523,76,True
895790502699823106,18706,17992,False
337498972,2470,2194,True
1861933356247552000,44,90,False
2323109779,1443,3319,False
1508855849845878784,147,445,False
53506402,172,106,False
71334618,97,948,False
3820326674,29495,693,True
1147280039685185536,29,82,False
3231733715,301,182,False
2857047019,1129,957,False
1808213791118622720,5313,4485,True
2405016074,121,30,False
1655884936904159233,36,116,False
126887443,2651,321,True
141080858,377176,192,True
52777887,12589,1414,False
1567823319172550656,86,177,False
4046115312,897,474,False
4133963292,1212,451,False
4847739700,13551,16,True
19414632,590,183,False
2432192676,113,121,False
1011329936211218434,479,15,True
1809778547927707650,12,91,False
1324789928,585,1091,False
870521336136835073,381,158,False
1325980203210969088,169,555,False
1467501884323868672,7,55,False
1760625622525558784,99,55,False
348557830,7490,5852,False
1472354079494098946,7461,922,True
343473332,5523,5889,False
351464742,66,61,False
1640335162641641472,1167,1473,False
970312051,103,29,False
1166187953850204160,237,14,False
2570206323,2022,952,True
339032852,3838,126,True
1089195528,134,55,False
361084506,48,134,False
155592851,3,4,False
1599329356698251270,19,103,False
968769480523501569,130,325,False
75512814,256,1548,False
1663569411502997505,174,188,False
1889011830191702017,1658,1310,True
1484390114436710401,59,98,False
61041270,2104,1925,False
1647774438635470848,1521,813,True
1602257966744444928,85,220,True
3301698113,49,754,False
225012752,871320,64,True
47996722,2473,2169,False
1457349831526162435,58,277,False
1753247031483895808,46,7,False
1228093296,679230,530,False
1642581098399158272,12,119,False
3686177960,150,275,False
1311884891185803264,18,47,False
1462641880500342786,66494,366,True
1319801923994849282,134,76,False
28008830,936,1004,True
113158328,14138,4597,False
1139834457173704705,412,131,False
1598838258158518273,326,90,True
1228005246070165506,756,1544,True
164205503,1548,1985,False
1006354538939453440,151,416,False
1624187869651775488,36,40,False
1681910015072894978,23,7,False
1852869683080515584,1976,90,False
1154778982002417669,509,1949,False
1580037940817719301,3228,1024,False
776166945351577601,276,307,False
1850716556428242945,112,152,True
1298568798220562435,418,1297,False
1494107182333411330,101,198,False
1290094881222938625,191,82,False
200429464,939,1656,True
851551434,4043,671,False
968432531107295233,1470,116,False
2185569726,88,121,False
1507665333452038145,567,6,False
361901628,361,239,False
113547707,2809,4266,False
803616634321539072,16248,15595,True
151123146,22,264,False
522397358,158,1602,False
298721986,1153,1669,False
1819413110278455297,205,75,False
248291141,3588,25,False
1513144144151166979,296,405,False
229047322,1852,1938,False
1881440763026042880,68,126,False
