user_id,followers,following,verified
38348850,2504,3814,True
539572463,3146,202,False
1785478242377351168,104,212,False
1861400980308541440,6770,4359,True
1684400573221670914,440,723,False
1073270371451854848,667,879,False
348698263,2441,3451,False
1833801562130718720,176,209,False
161166693,49,130,False
1486939646823047169,121,83,False
1468632980,54,433,False
1227082898,590,1301,False
164386441,211889,227868,True
1682172056832540672,639,289,False
1189878060234883072,1533,2727,False
32538220,1874,1620,False
32789539,161,831,False
138783587,691,575,True
725196285905539072,663,1664,False
1191117801752186880,326,54,False
1170667863734046720,6472,59,False
152004319,18284,271,False
703089142540931073,12,198,False
1611024888235544577,272,273,False
185521218,121,196,False
2421348122,2069,3646,False
1461736171608838144,72,177,False
1801394353178341376,921,494,True
2854592294,87,98,False
1160755432928899072,73,100,False
1816664440844222468,120,93,False
567248837,54,150,True
1551334844654919680,847,1096,False
1839489311378395136,251,135,False
1596278563,711,388,False
1240459752116817922,69,80,False
1708232947957104642,85,44,False
1694741350212673537,3698,3657,False
25094738,123,394,False
243865676,65,80,False
1668794714315948033,125,111,False
19085307,11581,4179,True
776541940963696640,2472,1622,False
740346717342556160,6504,7470,True
16931849,23848,8644,False
1526981623849308161,260,362,False
1213874306515554306,311071,18998,True
1862260964357267456,272,192,False
175943396,381,204,True
62744165,113,199,False
421225722,463,463,False
1652923863515402240,43,13,False
1455215735635156994,3925,3305,False
711883728222445569,84,363,True
1242899867753742338,400,1258,False
1035120216,4968,1061,False
1894406333098602497,2781,6318,True
1842986877097574400,268,137,False
1343948840789929986,1743,1091,False
1335892590068043776,657,491,False
198667937,184,51,False
775243544134955008,1270,5373,True
60084824,1674,2523,False
14471533,3602,2956,False
1594979889895313409,101,756,False
1816607849927311360,8,37,False
1876405913839390720,23,63,False
20602381,43,30,False
1297324592,4372,7378,True
957746634,4835,4099,True
2686297688,5499,5512,False
2282982972,15353,16898,True
1523348210697314305,91,73,False
1739977374467579904,239,433,False
956340632,12,236,False
4058194633,7128,286,True
905794537,297,308,True
33823442,937,4003,False
1597700441118220289,556,52,True
1548865323654414343,1118,322,False
1638086736747307008,1337,1115,False
1610328284385972224,123,229,False
1807462340096356352,500,235,True
1652664577669120001,67,90,False
1518624075014447104,77,471,False
1886054101756317696,81,10,False
885048206966607874,54,298,True
3232303243,78,541,False
389851419,45,8,False
1352672622,434,3165,False
787586802769027072,96,193,False
1612784724040187906,1299,319,True
1840953404354674690,507,529,True
804877976831561728,307,306,True
1590891159047442434,167,317,False
1388575785892581384,1427,334,True
1090988535337893889,19,157,True
935211686168072192,252,487,False
1598861161293914113,2846,1416,True
2874037426,2099,936,False
2320265410,3886,5004,False
253270368,409,705,False
543684068,153,303,False
378181419,811,287,False
1250594352,783,406,True
1649111157704204290,176,39,False
932856374,232,279,False
797315796,2358,183,True
43634422,14983,3849,False
1618683941464195072,1698,1009,True
1891178234466770944,993,961,True
1860782977908961280,295,394,False
2942071529,1058,1860,False
1895334310053584898,5,15,False
1855218367864377344,126,260,True
312738922,2231,369,True
1858973902870851585,39,24,False
1264179500,96,184,False
317473938,158,704,False
1855173086212968448,90,82,True
847343641299374082,31,373,False
1780957097271934976,69,263,False
1652270269745209344,1404,1764,True
1868608369092915200,6,7,False
1826952279150284800,7179,3,True
1765784758510837760,231,58,False
1508835787395465221,31,152,False
314104787,191,679,False
19574962,186,587,False
3330293279,18,19,False
1181766636556013568,10165,9884,True
1163686931479367680,724,576,False
1628022534774878208,224,205,True
1690011643734884353,1121,453,True
1438977047632793600,133,106,False
391596518,143,94,False
1427657450241548291,67,159,False
1724117150762438657,188,295,False
1888647051904417792,1272,1865,False
901290788386209792,428,93,False
1227609810503393280,2281,1246,False
884851327251222532,34905,1238,False
1683964526574673921,36,4,False
1854148472317833221,90,61,False
745273380476227584,159,145,False
1140960946950721537,130,391,False
636389634,36,171,False
14455216,6789,488,False
1475433137748393989,174,211,False
884845294772396032,893,188,False
871963592593199104,287,287,False
926091,3478,215,False
1557779923367915520,2173,881,False
3316622928,769,343,False
2579099461,897,60,True
2301249972,1557,2605,True
1674974187348463617,5200,931,True
1239325225604579331,528,1947,False
27014082,164,298,False
96835296,352,1563,False
97655757,876,92,False
196965482,64199,2,True
196460981,323831,384,False
1469236890230423556,141,53,False
460843050,359,574,False
1889490598580854784,9,15,False
1506285285105147912,1749,6,False
575244731,4297,1100,False
937962626222497793,218134,593,True
1876446608872902656,138,89,False
2672715140,22569,9154,False
1379368832465272835,968,2444,False
1449447985,811,1587,False
1517294040089350150,682,714,False
3018405203,1185,2002,False
1790511503851839488,20,49,False
1424410032200982535,33,1380,False
3838504873,1875,1209,False
1206073021,1277,2084,True
1851433373488521217,1104,63,False
1187238488522887169,29,60,False
991449733045669888,264,47,True
1293241535388164099,987,1004,False
1400243609606234121,23288,23767,True
1895891138206187520,51,4,False
2976868732,201,1113,True
1610457060042309672,166,1396,False
1553021172,472,788,False
1750576419694923776,576,417,True
1333591129611259909,20,193,False
1102286992736305154,34,786,False
712602320551301121,772,632,False
763356453340057600,1766,883,True
1146381470,685,682,False
17025489,20915,2399,True
2161934406,1181,1646,False
337121580,38,75,False
1820811018450153472,290,109,True
1293945747948425219,22,122,False
15135567,19210,7968,True
755242294886948864,878,1793,False
1719254206945669120,75,228,False
421282127,298,263,False
1547625799892668422,482,140,True
1280671779678236672,1959,2104,False
3465205880,16,36,False
505196984,35214,201,True
1601877990597697537,815,987,True
1837584207683768320,587,876,False
1457046659679010818,433,282,False
1645765260480053248,27,112,False
1451565867855196175,11342,3056,False
734252074267856897,7139,7768,False
35298247,6493,5231,True
1767818576545923073,999,2134,True
2510592777,3573,2006,False
1519125804789030912,434,183,True
29681153,8426,6241,True
908727445913767937,766,1120,False
782620709977661440,83531,65398,True
1502159780181274628,1156,362,True
1535802612158607360,747,620,True
835947978695270400,350,1874,False
70461418,102495,76686,True
1600737972,2316,2350,False
1586177455106170881,2168,431,True
1089589198980595713,981,685,True
1736157336723410944,438,11,False
46283908,267,745,False
900688978160046081,139,220,False
1681139755172651008,4983,3105,False
1968865952,360986,23,True
194260932,98,283,False
1877864672671481856,4196,7501,True
3001117231,148,26,True
33356978,682,1124,False
1114680541,3211,5238,False
32431644,585,1600,False
1893745091715764224,26,122,False
1295003940547895298,3004,4619,True
2445768347,795,986,False
1623534124131840000,2589,122,False
775426488,519,392,False
1843942627324149760,13,33,False
1485723748703424518,468,684,False
1571936390845284354,574,530,True
28672288,6779,5088,True
1887521351465893888,111,419,False
36021475,162,389,False
1601053750701215744,131,167,False
38024912,1083,711,False
424759254,863,74,False
4815442599,2333,3560,False
2868310382,536,439,False
1483233416934002689,7625,4374,True
928821919427780608,2526,3525,False
1117032080,271,1144,False
1239676915386068993,72712,13,True
1425560244906778627,1255,301,False
77126471,1241,794,False
3091732601,60,251,False
1593851953146208256,4604,4012,False
1098173634798145536,221,160,False
1461261947169435648,78,58,False
3192419994,1668,247,False
1690548796722176000,155,97,False
21155169,925,1743,True
1507465138730852355,106,351,True
1812626819297980416,2081,7347,False
1844016449461104640,7,30,False
249010838,655,251,False
15941056,659,929,False
1893237107147317248,24,20,False
1723368470232825856,392,34,True
1868377076035919872,89,611,False
373103488,1136,957,False
1546486549558206464,273,258,True
925854725097996288,357,1578,False
858467832,10136,401,True
128458205,11002,317,True
1836451520797380608,781,608,False
1870484283741130752,1928,464,True
1324691961182212096,39,124,False
1867443439417081856,215,58,True
921460356,27204,1930,True
1813609495647354882,647,2248,False
1463973460841938954,13,5,False
1769455499563380736,920,1785,False
1679222530844884993,22,124,False
1596418345829634051,402,145,True
2861812966,929,1795,False
60514666,75809,838,False
1236561610220724224,187,212,False
1468910485974110208,621,1865,False
1576402898728062977,239,365,False
2264398930,2391,1426,True
1854166899619471360,84,0,False
384098986,110,343,False
1148629140163190784,178,93,True
1459195346488287232,284,187,False
1899544605554610176,215,9,False
1842345140947464192,32,111,False
1303513522220027906,103,6,False
1867803263208136704,26,39,False
436795844,146,366,False
1752316442194612224,383,739,True
1016235456,2137,2791,False
4072401,15842,13596,False
277104778,9988,1086,False
39993480,13219,2974,True
16621379,21040,20973,True
1806600459848966146,13,31,False
489619306,1771,2195,False
2251195637,19,204,False
15337112,701,1766,False
87452212,2737,4366,False
1843684330469490688,111,53,False
1708209798,271,365,False
1667595681157070850,27,40,False
1626094994896613376,159,268,False
225965646,1409,7452,False
1603941747595280385,9,2,False
1679633632783392768,121,19,False
1160796709011595264,88,102,False
1620468741728337921,752,986,False
1414756126365736960,3487,4472,False
23307277,446,1008,False
23278608,762,791,False
413566117,362,1893,False
1735941920298602496,266,123,False
44172625,10290,10209,False
2714622234,2873,25,False
1596521642,68,315,False
1898679801092702209,5,55,False
1301597354705866753,252,199,False
1700426184,559,1678,False
232370568,23597,178,False
1731316690762485760,33,218,False
139748682,1037,539,False
1570351114897485826,109,5,False
1712566517370363905,1147,6399,True
114746889,151,518,False
20058335,73287,4205,True
1787822307030818816,45,7,False
1650928843564122112,831,112,True
1499331162652946433,2634,2268,False
1802544742837657600,610,182,False
1863635380668432384,2870,402,True
1880796337136095232,211,779,False
142373653,750,1411,True
1683084465575440384,355,708,False
1862684477190709249,99,96,False
1902241654901477376,1029,109,True
2474139948,1544,2815,False
1341401611902607362,175,650,False
16639250,225,543,False
1633963512467734532,1007,870,True
1014848393087049728,1968,52,True
1512528949221498882,3387,7017,False
1613996276,121,144,False
878202552164114432,19,24,False
1789207937614778368,790,4,True
975119014400688128,330,7,False
935147383285010432,228,0,False
68927629,1502681,265,True
47556937,23374,2677,True
485339329,270,307,False
1015628365783371776,1000,1039,False
1929800988,570,400,True
1497890900692770816,48,62,False
1873795164881432576,689,982,False
2661139999,1840,1583,False
1274233734,4656,5007,False
1414247882115461123,1234,568,True
176691824,363,178,False
35063022,23,244,True
1631694768907628545,29,13,False
44959505,39940,43730,False
141626497,109,1468,False
1060779457084973056,934,75,True
1586379732878180352,499,250,True
1722873032849428480,501,74,False
1843277778701156352,45,0,False
42347926,1535,233,False
1785753741771096064,24,68,False
838059733466628096,46,17,False
756796452,577206,204,False
1598242867746861056,59,67,False
308335274,1762,5342,False
1461605451724775424,35843,1846,False
78452959,133654,1800,True
1353384573435056128,1319748,485,True
913220981572931584,284014,21338,True
19534637,134469,723,True
1449140157903482882,1648702,3,True
489377813,53814,20647,True
1260115796858109952,30461,224,True
633593138,849,15,True
1498697025994432518,329503,2862,True
1431411113388879872,129331,308,True
913778551555608576,242006,1977,True
132339474,1081137,534471,True
968008274003005440,92685,25536,True
1800592729522499585,20136,1302,True
1517473658,4005,2639,False
2845312479,42625,7131,True
1217198127591186437,267970,219,True
16106584,1220384,1093,True
1548755114873294848,1055,741,False
3296432630,7127,4080,True
1881451105454002176,1155019,58,True
496455154,102943,113178,False
1867918119861174272,1380,23,True
2435948240,4772,3172,False
212495460,7071,32,True
220083769,57,528,False
208475022,592,15,False
264594835,408,242,False
21417718,537,1784,False
399712913,6024,3953,False
805853015253065728,1111,2919,False
1891837432892465153,100,280,False
182772511,26,73,False
1214310471659999232,56,310,False
318410920,10,13,False
981827039169622016,47,100,False
1247463645728006145,81,136,True
3434413993,3311,4,False
428152773,987,4216,False
46373184,402,95,False
199452338,111231,3835,True
76134964,755045,2295,True
2192863808,9964,3338,False
390627208,492735,5995,True
1400899240407101441,65847,7063,True
1430605174674964480,349356,42594,True
1291128494,733002,536,False
15843059,322680,712,True
301108020,56077,711,True
1033127171298975744,377650,127,True
49616273,1907527,549,True
437179266,288904,298,True
1289834351803265025,50676,4456,True
1354309300764610562,557,455,False
1442238195387678721,237649,1292,True
136337303,106682,23,False
1084375028,574764,5125,True
24578794,1093332,3606,True
763094579491008512,501643,2111,True
1663701168839872512,1210038,526,True
1659297063450865676,40899,1986,True
640893,253433,3206,True
887052266741616640,33978,1751,False
68201518,380,168,True
92607779,1761,3025,False
1822023910126133248,1242,1649,True
1216190405135536128,1452,3227,False
1848444457320075264,6,26,False
1571412176317091840,5,71,False
1288653700349571072,4243,275,True
59674605,89281,13888,True
925873908,6723,1753,False
1585955398959661056,2766,203,True
2934238932,3945,2563,True
1438620267475968000,12906,444,True
1088132754213163009,9516,47,True
1812676662485561344,5637,5162,False
1863198796659806208,4128,250,True
1679851539995807744,17063,599,True
18677260,72883,1722,True
1519390770943434753,6888,382,True
56562803,1189950,300,True
812751240,71641,771,True
1594166722655051776,128989,30205,True
4239551,648732,479,True
1297651178256257024,877197,0,True
3872346202,292487,1986,True
1615745889796231169,87935,463,True
1654998391624024071,10235,8973,True
1286589460180680704,66997,0,False
34262462,462595,315,True
1581923931409289217,324978,168,True
1290635110149169152,579695,4046,True
1720891078516375552,212574,906,True
3408215668,4713,46,False
482388629,71563,4090,True
1594384966565208066,5476,549,False
22044727,94072,4266,True
807975026,194118,1030,False
259407519,405,287,False
1711622907221446656,136127,49,True
2584523887,17145,4314,True
472122299,1791125,866,True
739668516,8088,7871,True
1646728470196617216,43402,549,True
2444019684,161142,92,True
875856268056969216,2250243,699,True
1309171050756927488,583,94,False
1565526794220052481,7654,5690,True
262480117,4412,989,True
105353526,627305,158,True
1423097510822768648,3139,2914,False
1771064561342246912,6117,270,True
1950473222,20216,2383,False
3194464862,13590,2262,True
1197943937089982464,50718,23,True
1685060260732485633,48640,53499,True
701409495847546880,2190,5388,False
1508627477224112129,50267,716,True
4693828862,239,155,True
560617522,67474,837,True
1772207767412998145,62,40,True
579747564,194730,1934,True
1503492802264584205,4550,3979,False
2782184276,26907,6968,True
49103785,13636,781,True
1016908862136332288,224585,447,True
19264069,2017,4560,False
1408226050186809349,1953,558,False
1507218891935666177,2672,3000,False
753434301509750784,214284,44,True
1645336343130652672,10921,11,True
1711364841972314112,1616,303,True
1658246894,798,1936,False
1544270486,25797,624,False
4429003533,2139583,3551,True
989215322543607808,58435,12214,True
1514573322452758532,52940,28680,True
823451281557581824,1012,998,False
877603120746049537,636,701,False
310746442,149937,1857,False
349723344,3373,1623,True
127941629,217530,18316,True
48015025,98537,7693,True
947917954469040128,407,1231,False
1437460706023165952,290214,5061,False
3260399730,49378,40637,True
132770151,379,2016,False
139186916,37646,1082,True
125153079,3406,5994,False
1823427466297479169,4935,235,False
1068012698,1262,4711,False
1710869436276609024,12520,221,False
243318995,372320,490,True
1689393367833313286,352997,95126,True
2413857985,424811,1531,True
82755921,1385,2354,True
1701809076861288448,416,79,False
1558283664,171491,347,True
988828158479732737,7876,6244,False
35550239,9751,7151,True
90975759,2820,4348,False
4741054940,602,495,False
517198130,11135,1396,True
2320946958,10180,2074,True
208849897,6453,5793,True
300276390,8975,1770,False
1225234593789423616,529524,1405,True
25913049,82069,10176,True
66106683,204405,490,True
1361124510,229049,155,True
55623038,35585,33389,False
2327400218,162693,8499,True
1883325712737656832,212,642,False
961699461981335552,2912,2777,True
844419984,18960,715,True
426028646,33352,2578,True
105327432,434885,1530,False
24403753,91059,31748,False
1675644680678125570,18831,14745,True
1420830362381414401,1688,381,False
17790116,51396,49784,True
2704294333,1005966,39,True
1508817951440396311,1261,1425,False
1225268269629632512,11469,1082,True
1510780961281409025,173959,7735,True
